data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6973320,434,LBY9236,9236,18-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,Military Forces of Turkey (2016-),1,11,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,1,Al Marsad; Libya24; AFP; Address Libya; Libya EN; Akhbar Libya; Libya Observer; Ean Libya Limited; Xinhua; Libya Herald; Jamahiriya News Agency; Al Wasat (Libya); AP; Deutsche Welle,Other-National,On 18 February 2020 LNA forces shelled the Tripoli port with LNA sources stating that the attack targeted a Turkish arms and ammunition shipment. Three GNA military and security personnel were reportedly killed. The GNA further suspended participation in Geneva talks as a result of the attack on the port. Additional reporting indicated that two Turkish officers were killed in the strike.,5,1583194165,LBY
6876224,434,LBY9248,9248,17-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Mitiga Airport,32.8941,13.276,1,Libya Herald; Libya Observer; Libya24; Facebook,New media-National,On 17 February 2020 LNA forces shelled Mitiga Airport.,0,1582579319,LBY
6973321,434,LBY9244,9244,16-Feb-20,2020,2,Violence against civilians,Abduction/forced disappearance,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,17,Northern Africa,Libya,An Nuqat al Khams,An Nuqat al Khams,,Ajaylat,32.7577,12.3772,1,Ean Libya Limited; Libya Observer,National,As reported on 16 February 2020 LNA forces abducted an Algerian national in Ajaylat.,0,1583194165,LBY
6876581,434,LBY9249,9249,16-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,2,Libya Observer,National,On 16 February 2020 GNA forces reportedly shelled LNA positions south of Tripoli no casualties reported.,0,1582579320,LBY
6865938,434,LBY9233,9233,14-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2014-) Haftar Faction,Al-Awaqir Ethnic Group (Libya),1,11,Northern Africa,Libya,Benghazi,Benghazi,,Benghazi,32.1177,20.1293,1,Libya Observer,National,On 14 February 2020 a firefight reportedly broke out in connection to a demonstration at the Al-Kish square in Benghazi. The shootout allegedly involved two separate LNA factions including one armed group led by Faraj Qaem from the Al-Awaqir tribe. Several people were reportedly wounded.,0,1581982120,LBY
6865939,434,LBY9235,9235,14-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Suq Al Ahad,32.5517,13.4419,1,Libya24,National,On 14 February 2020 GNA forces targeted LNA positions in Suq Al Ahad and reportedly wounded several LNA soldiers.,0,1581982120,LBY
6876222,434,LBY9243,9243,14-Feb-20,2020,1,Violence against civilians,Attack,Tarhouna Communal Militia (Libya),,4,Civilians (Libya),,7,47,Northern Africa,Libya,Almargeb,Almargeb,,Tarhuna,32.435,13.6332,1,Libya Observer; Ean Libya Limited,National,On 14 February 2020 militiamen known as Kaniyat from Tarhuna reportedly killed three civilians from Misratah and dumped them on the side of the road in Tarhuna.,3,1582579319,LBY
6865790,434,LBY9230,9230,14-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Misrata,Misrata,,Abu Grein,31.4516,15.2474,2,Ean Libya Limited,National,On 14 February 2020 LNA forces reportedly attacked GNA forces near the coast of Abu Grein by firing Grad rockets GNA forces reportedly repelled the attack by responding with rocket fire. No casualties reported.,0,1581982120,LBY
6865585,434,LBY9231,9231,14-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),,7,37,Northern Africa,Libya,Tripoli,Tripoli,,Baiysh,32.7862,13.3769,1,Libya24; Al Wasat (Libya),National,On 14 February 2020 one civilian was reportedly killed by indiscriminate shelling by unknown party in Baiysh near Ayn Zarah.,1,1581982119,LBY
6865586,434,LBY9232,9232,14-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Libya),Military Forces of Libya (2014-) Haftar Faction,6,,,0,60,Northern Africa,Libya,Benghazi,Benghazi,,Benghazi,32.1177,20.1293,1,Address Libya; Libya24; Akhbar Libya; Al Wasat (Libya); Jamahiriya News Agency; Libya EN,Other-National,On 14 February 2020 hundreds of residents in Benghazi staged a demonstration in support of the LNA and the House of Representatives and against Turkey intervening and sending mercenaries to Libya. LNA leader Khalifa Haftar spoke to the crowd. [size=hundreds],0,1581982119,LBY
6865587,434,LBY9234,9234,14-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Al Jabal Al Gharbi,Al Jabal Al Gharbi,,Gharyan,32.1722,13.0203,1,Jamahiriya News Agency; Libya24,National,On 14 February 2020 GNA forces reportedly clashed internally in Gharyan. No casualties reported.,0,1581982119,LBY
6865941,434,LBY9222,9222,13-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Abu Salim,32.85,13.1667,1,Libya24,National,On 13 February 2020 a shell presumably fired by LNA forces fell in Abu Salim without causing any reported casualties or damages.,0,1581982120,LBY
6865942,434,LBY9223,9223,13-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Aljfara,Aljfara,,Al-Swani,32.7133,13.0722,2,Libya24,National,On 13 February 2020 GNA and LNA forces clashed in the Ramla area (coded as Al-Swani at geoprecision 2). No casualties reported.,0,1581982120,LBY
